Date,CPI,Unemployment Rate,10-year Treasury
2013-04-28,1.2483192968774797,7.51,1.7
2013-04-29,1.2584699135576498,7.506666666666667,1.7
2013-04-30,1.26862053023782,7.503333333333333,1.7
2013-05-01,1.27877114691799,7.5,1.66
2013-05-02,1.2927220298943178,7.5,1.66
2013-05-03,1.3066729128706456,7.5,1.78
2013-05-04,1.3206237958469733,7.5,1.78
2013-05-05,1.334574678823301,7.5,1.8
2013-05-06,1.3485255617996288,7.5,1.8
2013-05-07,1.3624764447759565,7.5,1.82
2013-05-08,1.3764273277522843,7.5,1.81
2013-05-09,1.390378210728612,7.5,1.81
2013-05-10,1.4043290937049397,7.5,1.9
2013-05-11,1.4182799766812675,7.5,1.9
2013-05-12,1.4322308596575952,7.5,1.92
2013-05-13,1.446181742633923,7.5,1.92
2013-05-14,1.4601326256102507,7.5,1.96
2013-05-15,1.4740835085865784,7.5,1.94
2013-05-16,1.4880343915629062,7.5,1.87
2013-05-17,1.501985274539234,7.5,1.95
2013-05-18,1.5159361575155617,7.5,1.95
2013-05-19,1.5298870404918894,7.5,1.97
2013-05-20,1.5438379234682171,7.5,1.97
2013-05-21,1.5577888064445449,7.5,1.94
2013-05-22,1.5717396894208726,7.5,2.03
2013-05-23,1.5856905723972003,7.5,2.02
2013-05-24,1.599641455373528,7.5,2.01
2013-05-25,1.6135923383498558,7.5,2.01
2013-05-26,1.6275432213261836,7.5,2.08
2013-05-27,1.6414941043025113,7.5,2.08
2013-05-28,1.655444987278839,7.5,2.15
2013-05-29,1.6693958702551668,7.5,2.13
2013-05-30,1.6833467532314945,7.5,2.13
2013-05-31,1.6972976362078223,7.5,2.16
2013-06-01,1.71124851918415,7.5,2.16
2013-06-02,1.7187948728509652,7.493333333333333,2.13
2013-06-03,1.7263412265177807,7.486666666666666,2.13
2013-06-04,1.733887580184596,7.48,2.14
2013-06-05,1.7414339338514113,7.473333333333334,2.1
2013-06-06,1.7489802875182265,7.466666666666667,2.08
2013-06-07,1.756526641185042,7.46,2.17
2013-06-08,1.7640729948518574,7.453333333333333,2.17
2013-06-09,1.7716193485186726,7.446666666666666,2.22
2013-06-10,1.7791657021854879,7.4399999999999995,2.22
2013-06-11,1.7867120558523033,7.433333333333334,2.2
2013-06-12,1.7942584095191187,7.426666666666667,2.25
2013-06-13,1.801804763185934,7.42,2.19
2013-06-14,1.8093511168527492,7.413333333333333,2.14
2013-06-15,1.8168974705195646,7.406666666666666,2.14
2013-06-16,1.82444382418638,7.4,2.19
2013-06-17,1.8319901778531953,7.3933333333333335,2.19
2013-06-18,1.8395365315200105,7.386666666666667,2.2
2013-06-19,1.847082885186826,7.38,2.33
2013-06-20,1.8546292388536414,7.373333333333333,2.41
2013-06-21,1.8621755925204566,7.366666666666666,2.52
2013-06-22,1.8697219461872718,7.359999999999999,2.52
2013-06-23,1.8772682998540873,7.3533333333333335,2.57
2013-06-24,1.8848146535209027,7.346666666666667,2.57
2013-06-25,1.892361007187718,7.34,2.6
2013-06-26,1.8999073608545332,7.333333333333333,2.55
2013-06-27,1.9074537145213486,7.326666666666666,2.49
2013-06-28,1.915000068188164,7.32,2.52
2013-06-29,1.9225464218549793,7.3133333333333335,2.52
2013-06-30,1.9300927755217945,7.306666666666667,2.5
2013-07-01,1.93763912918861,7.3,2.5
2013-07-02,1.9227141947469735,7.296774193548387,2.48
2013-07-03,1.907789260305337,7.293548387096774,2.52
2013-07-04,1.8928643258637006,7.290322580645161,2.625
2013-07-05,1.8779393914220641,7.287096774193548,2.73
2013-07-06,1.8630144569804277,7.283870967741936,2.73
2013-07-07,1.8480895225387912,7.280645161290322,2.65
2013-07-08,1.8331645880971548,7.27741935483871,2.65
2013-07-09,1.8182396536555183,7.274193548387097,2.65
2013-07-10,1.8033147192138819,7.2709677419354835,2.7
2013-07-11,1.7883897847722454,7.267741935483871,2.6
2013-07-12,1.773464850330609,7.264516129032258,2.61
2013-07-13,1.7585399158889725,7.2612903225806456,2.61
2013-07-14,1.743614981447336,7.258064516129032,2.57
2013-07-15,1.7286900470056996,7.254838709677419,2.57
2013-07-16,1.7137651125640632,7.251612903225807,2.55
2013-07-17,1.6988401781224267,7.248387096774193,2.52
2013-07-18,1.6839152436807903,7.245161290322581,2.56
2013-07-19,1.6689903092391538,7.241935483870968,2.5
2013-07-20,1.6540653747975174,7.2387096774193544,2.5
2013-07-21,1.639140440355881,7.235483870967742,2.5
2013-07-22,1.6242155059142445,7.232258064516129,2.5
2013-07-23,1.609290571472608,7.2290322580645165,2.53
2013-07-24,1.5943656370309716,7.225806451612903,2.61
2013-07-25,1.579440702589335,7.22258064516129,2.61
2013-07-26,1.5645157681476987,7.219354838709678,2.58
2013-07-27,1.5495908337060622,7.216129032258064,2.58
2013-07-28,1.5346658992644258,7.212903225806452,2.61
2013-07-29,1.5197409648227893,7.209677419354839,2.61
2013-07-30,1.5048160303811529,7.206451612903226,2.63
2013-07-31,1.4898910959395164,7.203225806451613,2.6
2013-08-01,1.47496616149788,7.2,2.74
2013-08-02,1.4634235775722997,7.2,2.63
2013-08-03,1.4518809936467194,7.2,2.63
2013-08-04,1.440338409721139,7.2,2.67
2013-08-05,1.4287958257955586,7.2,2.67
2013-08-06,1.4172532418699784,7.2,2.67
2013-08-07,1.405710657944398,7.2,2.61
2013-08-08,1.3941680740188176,7.2,2.58
2013-08-09,1.3826254900932373,7.2,2.57
2013-08-10,1.371082906167657,7.2,2.57
2013-08-11,1.3595403222420768,7.2,2.61
2013-08-12,1.3479977383164963,7.2,2.61
2013-08-13,1.336455154390916,7.2,2.71
2013-08-14,1.3249125704653357,7.2,2.71
2013-08-15,1.3133699865397555,7.2,2.77
2013-08-16,1.3018274026141752,7.2,2.84
2013-08-17,1.2902848186885947,7.2,2.84
2013-08-18,1.2787422347630144,7.2,2.88
2013-08-19,1.2671996508374341,7.2,2.88
2013-08-20,1.2556570669118539,7.2,2.82
2013-08-21,1.2441144829862734,7.2,2.87
2013-08-22,1.232571899060693,7.2,2.9
2013-08-23,1.2210293151351128,7.2,2.82
2013-08-24,1.2094867312095325,7.2,2.82
2013-08-25,1.1979441472839523,7.2,2.79
2013-08-26,1.1864015633583718,7.2,2.79
2013-08-27,1.1748589794327915,7.2,2.72
2013-08-28,1.1633163955072112,7.2,2.78
2013-08-29,1.151773811581631,7.2,2.75
2013-08-30,1.1402312276560505,7.2,2.78
2013-08-31,1.1286886437304702,7.2,2.78
2013-09-01,1.11714605980489,7.2,2.82
2013-09-02,1.1100522939465383,7.2,2.82
2013-09-03,1.1029585280881866,7.2,2.86
2013-09-04,1.0958647622298352,7.2,2.9
2013-09-05,1.0887709963714836,7.2,2.98
2013-09-06,1.081677230513132,7.2,2.94
2013-09-07,1.0745834646547803,7.2,2.94
2013-09-08,1.0674896987964286,7.2,2.9
2013-09-09,1.0603959329380772,7.2,2.9
2013-09-10,1.0533021670797256,7.2,2.96
2013-09-11,1.046208401221374,7.2,2.93
2013-09-12,1.0391146353630223,7.2,2.92
2013-09-13,1.0320208695046706,7.2,2.9
2013-09-14,1.0249271036463192,7.2,2.9
2013-09-15,1.0178333377879676,7.2,2.88
2013-09-16,1.010739571929616,7.2,2.88
2013-09-17,1.0036458060712643,7.2,2.86
2013-09-18,0.9965520402129128,7.2,2.69
2013-09-19,0.9894582743545611,7.2,2.76
2013-09-20,0.9823645084962096,7.2,2.75
2013-09-21,0.975270742637858,7.2,2.75
2013-09-22,0.9681769767795063,7.2,2.72
2013-09-23,0.9610832109211548,7.2,2.72
2013-09-24,0.9539894450628031,7.2,2.67
2013-09-25,0.9468956792044516,7.2,2.63
2013-09-26,0.9398019133461,7.2,2.66
2013-09-27,0.9327081474877483,7.2,2.64
2013-09-28,0.9256143816293968,7.2,2.64
2013-09-29,0.9185206157710452,7.2,2.64
2013-09-30,0.9114268499126936,7.2,2.64
2013-10-01,0.904333084054342,7.2,2.66
2013-10-02,0.914085993519821,7.190322580645161,2.63
2013-10-03,0.9238389029852999,7.180645161290323,2.62
2013-10-04,0.9335918124507789,7.170967741935484,2.66
2013-10-05,0.9433447219162578,7.161290322580645,2.66
2013-10-06,0.9530976313817369,7.151612903225806,2.65
2013-10-07,0.9628505408472158,7.141935483870968,2.65
2013-10-08,0.9726034503126948,7.1322580645161295,2.66
2013-10-09,0.9823563597781737,7.122580645161291,2.68
2013-10-10,0.9921092692436527,7.112903225806452,2.71
2013-10-11,1.0018621787091317,7.103225806451613,2.7
2013-10-12,1.0116150881746107,7.093548387096774,2.7
2013-10-13,1.0213679976400896,7.083870967741936,2.725
2013-10-14,1.0311209071055685,7.074193548387097,2.725
2013-10-15,1.0408738165710476,7.064516129032258,2.75
2013-10-16,1.0506267260365265,7.054838709677419,2.69
2013-10-17,1.0603796355020054,7.045161290322581,2.61
2013-10-18,1.0701325449674843,7.0354838709677425,2.6
2013-10-19,1.0798854544329635,7.025806451612904,2.6
2013-10-20,1.0896383638984424,7.016129032258065,2.63
2013-10-21,1.0993912733639213,7.006451612903226,2.63
2013-10-22,1.1091441828294002,6.996774193548387,2.54
2013-10-23,1.1188970922948793,6.987096774193549,2.51
2013-10-24,1.1286500017603582,6.97741935483871,2.53
2013-10-25,1.1384029112258371,6.967741935483871,2.53
2013-10-26,1.1481558206913163,6.958064516129032,2.53
2013-10-27,1.1579087301567952,6.948387096774194,2.54
2013-10-28,1.167661639622274,6.9387096774193555,2.54
2013-10-29,1.177414549087753,6.929032258064517,2.53
2013-10-30,1.187167458553232,6.919354838709678,2.55
2013-10-31,1.196920368018711,6.909677419354839,2.57
2013-11-01,1.20667327748419,6.9,2.65
2013-11-02,1.2164743424843212,6.8933333333333335,2.65
2013-11-03,1.2262754074844526,6.886666666666667,2.63
2013-11-04,1.236076472484584,6.880000000000001,2.63
2013-11-05,1.2458775374847153,6.873333333333334,2.69
2013-11-06,1.2556786024848465,6.866666666666667,2.67
2013-11-07,1.265479667484978,6.86,2.63
2013-11-08,1.2752807324851094,6.8533333333333335,2.77
2013-11-09,1.2850817974852407,6.846666666666667,2.77
2013-11-10,1.2948828624853719,6.84,2.785
2013-11-11,1.3046839274855033,6.833333333333334,2.785
2013-11-12,1.3144849924856348,6.826666666666667,2.8
2013-11-13,1.324286057485766,6.82,2.75
2013-11-14,1.3340871224858972,6.8133333333333335,2.69
2013-11-15,1.3438881874860287,6.806666666666667,2.71
2013-11-16,1.3536892524861601,6.800000000000001,2.71
2013-11-17,1.3634903174862913,6.793333333333334,2.67
2013-11-18,1.3732913824864226,6.786666666666667,2.67
2013-11-19,1.383092447486554,6.78,2.71
2013-11-20,1.3928935124866855,6.773333333333333,2.8
2013-11-21,1.4026945774868167,6.766666666666667,2.79
2013-11-22,1.412495642486948,6.76,2.75
2013-11-23,1.4222967074870794,6.753333333333334,2.75
2013-11-24,1.4320977724872108,6.746666666666667,2.74
2013-11-25,1.441898837487342,6.74,2.74
2013-11-26,1.4516999024874733,6.733333333333333,2.71
2013-11-27,1.4615009674876047,6.726666666666667,2.74
2013-11-28,1.4713020324877362,6.720000000000001,2.745
2013-11-29,1.4811030974878674,6.713333333333334,2.75
2013-11-30,1.4909041624879986,6.706666666666667,2.75
2013-12-01,1.50070522748813,6.7,2.81
2013-12-02,1.5032324524132894,6.6967741935483875,2.81
2013-12-03,1.5057596773384487,6.693548387096774,2.79
2013-12-04,1.508286902263608,6.690322580645161,2.84
2013-12-05,1.5108141271887674,6.687096774193549,2.88
2013-12-06,1.5133413521139267,6.683870967741935,2.88
2013-12-07,1.5158685770390863,6.680645161290323,2.88
2013-12-08,1.5183958019642456,6.67741935483871,2.86
2013-12-09,1.520923026889405,6.674193548387096,2.86
2013-12-10,1.5234502518145643,6.670967741935484,2.81
2013-12-11,1.5259774767397236,6.667741935483871,2.86
2013-12-12,1.528504701664883,6.664516129032258,2.89
2013-12-13,1.5310319265900423,6.661290322580645,2.88
2013-12-14,1.5335591515152016,6.658064516129032,2.88
2013-12-15,1.536086376440361,6.654838709677419,2.89
2013-12-16,1.5386136013655203,6.651612903225806,2.89
2013-12-17,1.5411408262906798,6.648387096774194,2.85
2013-12-18,1.5436680512158392,6.645161290322581,2.89
2013-12-19,1.5461952761409985,6.641935483870967,2.94
2013-12-20,1.5487225010661578,6.638709677419355,2.89
2013-12-21,1.5512497259913172,6.635483870967742,2.89
2013-12-22,1.5537769509164765,6.632258064516129,2.94
2013-12-23,1.5563041758416358,6.629032258064516,2.94
2013-12-24,1.5588314007667952,6.625806451612903,2.99
2013-12-25,1.5613586256919545,6.62258064516129,2.995
2013-12-26,1.5638858506171138,6.619354838709677,3.0
2013-12-27,1.5664130755422734,6.616129032258065,3.02
2013-12-28,1.5689403004674327,6.612903225806451,3.02
2013-12-29,1.571467525392592,6.609677419354838,2.99
2013-12-30,1.5739947503177514,6.606451612903226,2.99
2013-12-31,1.5765219752429107,6.603225806451612,3.04
2014-01-01,1.57904920016807,6.6,3.02
2014-01-02,1.5637434203989564,6.603225806451612,3.0
2014-01-03,1.548437640629843,6.606451612903226,3.01
2014-01-04,1.5331318608607294,6.609677419354838,3.01
2014-01-05,1.5178260810916158,6.612903225806451,2.98
2014-01-06,1.5025203013225024,6.616129032258065,2.98
2014-01-07,1.4872145215533887,6.619354838709677,2.96
2014-01-08,1.471908741784275,6.62258064516129,3.01
2014-01-09,1.4566029620151617,6.625806451612903,2.97
2014-01-10,1.441297182246048,6.629032258064516,2.88
2014-01-11,1.4259914024769347,6.632258064516129,2.88
2014-01-12,1.410685622707821,6.635483870967742,2.84
2014-01-13,1.3953798429387074,6.638709677419355,2.84
2014-01-14,1.380074063169594,6.641935483870967,2.88
2014-01-15,1.3647682834004804,6.645161290322581,2.9
2014-01-16,1.3494625036313668,6.648387096774194,2.86
2014-01-17,1.3341567238622534,6.651612903225806,2.84
2014-01-18,1.3188509440931397,6.654838709677419,2.84
2014-01-19,1.3035451643240261,6.658064516129032,2.8449999999999998
2014-01-20,1.2882393845549127,6.661290322580645,2.8449999999999998
2014-01-21,1.272933604785799,6.664516129032258,2.85
2014-01-22,1.2576278250166855,6.667741935483871,2.87
2014-01-23,1.242322045247572,6.670967741935484,2.79
2014-01-24,1.2270162654784584,6.674193548387096,2.75
2014-01-25,1.2117104857093448,6.67741935483871,2.75
2014-01-26,1.1964047059402314,6.680645161290323,2.78
2014-01-27,1.1810989261711178,6.683870967741935,2.78
2014-01-28,1.1657931464020042,6.687096774193549,2.77
2014-01-29,1.1504873666328908,6.690322580645161,2.69
2014-01-30,1.1351815868637771,6.693548387096774,2.72
2014-01-31,1.1198758070946635,6.6967741935483875,2.67
2014-02-01,1.10457002732555,6.7,2.67
2014-02-02,1.1186287843882898,6.7,2.61
2014-02-03,1.1326875414510293,6.7,2.61
2014-02-04,1.146746298513769,6.7,2.64
2014-02-05,1.1608050555765086,6.7,2.7
2014-02-06,1.1748638126392483,6.7,2.73
2014-02-07,1.1889225697019878,6.7,2.71
2014-02-08,1.2029813267647276,6.7,2.71
2014-02-09,1.2170400838274673,6.7,2.7
2014-02-10,1.2310988408902068,6.7,2.7
2014-02-11,1.2451575979529466,6.7,2.75
2014-02-12,1.259216355015686,6.7,2.8
2014-02-13,1.2732751120784258,6.7,2.73
2014-02-14,1.2873338691411653,6.7,2.75
2014-02-15,1.301392626203905,6.7,2.75
2014-02-16,1.3154513832666446,6.7,2.73
2014-02-17,1.3295101403293843,6.7,2.73
2014-02-18,1.343568897392124,6.7,2.71
2014-02-19,1.3576276544548636,6.7,2.73
2014-02-20,1.3716864115176033,6.7,2.76
2014-02-21,1.385745168580343,6.7,2.73
2014-02-22,1.3998039256430825,6.7,2.73
2014-02-23,1.413862682705822,6.7,2.75
2014-02-24,1.4279214397685618,6.7,2.75
2014-02-25,1.4419801968313015,6.7,2.7
2014-02-26,1.456038953894041,6.7,2.67
2014-02-27,1.4700977109567808,6.7,2.65
2014-02-28,1.4841564680195205,6.7,2.66
2014-03-01,1.49821522508226,6.7,2.66
2014-03-02,1.5129157070217136,6.683870967741935,2.6
2014-03-03,1.527616188961167,6.667741935483871,2.6
2014-03-04,1.5423166709006206,6.651612903225806,2.7
2014-03-05,1.5570171528400742,6.635483870967742,2.7
2014-03-06,1.5717176347795279,6.619354838709677,2.74
2014-03-07,1.5864181167189813,6.603225806451613,2.8
2014-03-08,1.6011185986584349,6.587096774193548,2.8
2014-03-09,1.6158190805978885,6.570967741935484,2.79
2014-03-10,1.6305195625373419,6.554838709677419,2.79
2014-03-11,1.6452200444767955,6.538709677419355,2.77
2014-03-12,1.659920526416249,6.52258064516129,2.73
2014-03-13,1.6746210083557025,6.506451612903226,2.66
2014-03-14,1.689321490295156,6.490322580645161,2.65
2014-03-15,1.7040219722346097,6.474193548387097,2.65
2014-03-16,1.7187224541740633,6.458064516129032,2.7
2014-03-17,1.7334229361135167,6.441935483870968,2.7
2014-03-18,1.7481234180529703,6.425806451612903,2.68
2014-03-19,1.762823899992424,6.409677419354839,2.78
2014-03-20,1.7775243819318773,6.393548387096774,2.79
2014-03-21,1.792224863871331,6.37741935483871,2.75
2014-03-22,1.8069253458107846,6.361290322580645,2.75
2014-03-23,1.8216258277502382,6.345161290322581,2.74
2014-03-24,1.8363263096896916,6.329032258064516,2.74
2014-03-25,1.8510267916291452,6.312903225806452,2.75
2014-03-26,1.8657272735685988,6.296774193548387,2.71
2014-03-27,1.8804277555080522,6.280645161290323,2.69
2014-03-28,1.8951282374475058,6.264516129032258,2.73
2014-03-29,1.9098287193869594,6.248387096774194,2.73
2014-03-30,1.924529201326413,6.232258064516129,2.73
2014-03-31,1.9392296832658664,6.216129032258065,2.73
2014-04-01,1.95393016520532,6.2,2.77
2014-04-02,1.9601343721135027,6.203333333333333,2.82
2014-04-03,1.9663385790216854,6.206666666666667,2.8
2014-04-04,1.972542785929868,6.21,2.74
2014-04-05,1.9787469928380508,6.213333333333334,2.74
2014-04-06,1.9849511997462335,6.216666666666667,2.71
2014-04-07,1.991155406654416,6.22,2.71
2014-04-08,1.9973596135625986,6.223333333333334,2.69
2014-04-09,2.0035638204707813,6.226666666666667,2.71
2014-04-10,2.009768027378964,6.23,2.65
2014-04-11,2.0159722342871467,6.233333333333333,2.63
2014-04-12,2.022176441195329,6.236666666666666,2.63
2014-04-13,2.028380648103512,6.24,2.65
2014-04-14,2.0345848550116945,6.243333333333333,2.65
2014-04-15,2.0407890619198774,6.246666666666667,2.64
2014-04-16,2.04699326882806,6.25,2.65
2014-04-17,2.053197475736243,6.253333333333333,2.73
2014-04-18,2.0594016826444252,6.256666666666667,2.73
2014-04-19,2.065605889552608,6.26,2.73
2014-04-20,2.0718100964607906,6.263333333333334,2.73
2014-04-21,2.078014303368973,6.266666666666667,2.73
2014-04-22,2.084218510277156,6.27,2.73
2014-04-23,2.0904227171853385,6.273333333333333,2.7
2014-04-24,2.0966269240935214,6.276666666666666,2.7
2014-04-25,2.102831131001704,6.28,2.68
2014-04-26,2.1090353379098867,6.283333333333333,2.68
2014-04-27,2.115239544818069,6.286666666666666,2.7
2014-04-28,2.121443751726252,6.29,2.7
2014-04-29,2.1276479586344346,6.293333333333333,2.71
2014-04-30,2.133852165542617,6.296666666666667,2.67
2014-05-01,2.1400563724508,6.3,2.63
2014-05-02,2.1383957323206797,6.293548387096774,2.6
2014-05-03,2.1367350921905595,6.287096774193548,2.6
2014-05-04,2.1350744520604388,6.280645161290322,2.63
2014-05-05,2.1334138119303185,6.274193548387097,2.63
2014-05-06,2.1317531718001983,6.267741935483871,2.61
2014-05-07,2.130092531670078,6.261290322580645,2.62
2014-05-08,2.128431891539958,6.254838709677419,2.61
2014-05-09,2.126771251409837,6.248387096774193,2.62
2014-05-10,2.125110611279717,6.241935483870967,2.62
2014-05-11,2.1234499711495967,6.235483870967742,2.66
2014-05-12,2.1217893310194764,6.229032258064516,2.66
2014-05-13,2.120128690889356,6.22258064516129,2.61
2014-05-14,2.1184680507592355,6.216129032258064,2.54
2014-05-15,2.1168074106291153,6.209677419354838,2.5
2014-05-16,2.115146770498995,6.203225806451613,2.52
2014-05-17,2.113486130368875,6.196774193548387,2.52
2014-05-18,2.1118254902387545,6.190322580645161,2.54
2014-05-19,2.1101648501086343,6.183870967741935,2.54
2014-05-20,2.1085042099785136,6.177419354838709,2.52
2014-05-21,2.1068435698483934,6.170967741935484,2.54
2014-05-22,2.105182929718273,6.164516129032258,2.56
2014-05-23,2.103522289588153,6.158064516129032,2.54
2014-05-24,2.1018616494580327,6.151612903225806,2.54
2014-05-25,2.100201009327912,6.14516129032258,2.5300000000000002
2014-05-26,2.0985403691977917,6.138709677419355,2.5300000000000002
2014-05-27,2.0968797290676715,6.132258064516129,2.52
2014-05-28,2.0952190889375513,6.1258064516129025,2.44
2014-05-29,2.093558448807431,6.119354838709677,2.45
2014-05-30,2.0918978086773103,6.112903225806451,2.48
2014-05-31,2.09023716854719,6.106451612903226,2.48
2014-06-01,2.08857652841707,6.1,2.54
2014-06-02,2.0860437244832313,6.103333333333333,2.54
2014-06-03,2.0835109205493927,6.1066666666666665,2.6
2014-06-04,2.0809781166155537,6.109999999999999,2.61
2014-06-05,2.078445312681715,6.113333333333333,2.59
2014-06-06,2.0759125087478765,6.116666666666666,2.6
2014-06-07,2.073379704814038,6.12,2.6
2014-06-08,2.0708469008801993,6.123333333333333,2.62
2014-06-09,2.0683140969463607,6.126666666666666,2.62
2014-06-10,2.065781293012522,6.13,2.64
2014-06-11,2.063248489078683,6.133333333333333,2.65
2014-06-12,2.0607156851448445,6.136666666666667,2.58
2014-06-13,2.058182881211006,6.14,2.6
2014-06-14,2.0556500772771673,6.1433333333333335,2.6
2014-06-15,2.0531172733433287,6.1466666666666665,2.61
2014-06-16,2.0505844694094897,6.15,2.61
2014-06-17,2.048051665475651,6.153333333333333,2.66
2014-06-18,2.0455188615418125,6.156666666666666,2.61
2014-06-19,2.042986057607974,6.16,2.64
2014-06-20,2.0404532536741353,6.163333333333333,2.63
2014-06-21,2.0379204497402967,6.166666666666667,2.63
2014-06-22,2.035387645806458,6.17,2.63
2014-06-23,2.032854841872619,6.173333333333334,2.63
2014-06-24,2.0303220379387805,6.176666666666667,2.59
2014-06-25,2.027789234004942,6.18,2.57
2014-06-26,2.0252564300711033,6.183333333333334,2.53
2014-06-27,2.0227236261372648,6.1866666666666665,2.54
2014-06-28,2.0201908222034257,6.19,2.54
2014-06-29,2.017658018269587,6.193333333333333,2.53
2014-06-30,2.0151252143357485,6.196666666666667,2.53
2014-07-01,2.01259241040191,6.2,2.58
2014-07-02,2.0032646611206473,6.1967741935483875,2.64
2014-07-03,1.9939369118393848,6.193548387096774,2.65
2014-07-04,1.9846091625581221,6.190322580645161,2.6399999999999997
2014-07-05,1.9752814132768597,6.187096774193549,2.6399999999999997
2014-07-06,1.965953663995597,6.183870967741935,2.63
2014-07-07,1.9566259147143346,6.180645161290323,2.63
2014-07-08,1.9472981654330719,6.17741935483871,2.58
2014-07-09,1.9379704161518094,6.174193548387096,2.57
2014-07-10,1.9286426668705468,6.170967741935484,2.55
2014-07-11,1.919314917589284,6.167741935483871,2.53
2014-07-12,1.9099871683080216,6.164516129032258,2.53
2014-07-13,1.900659419026759,6.161290322580645,2.55
2014-07-14,1.8913316697454965,6.158064516129032,2.55
2014-07-15,1.8820039204642338,6.154838709677419,2.56
2014-07-16,1.8726761711829714,6.151612903225806,2.55
2014-07-17,1.8633484219017087,6.148387096774194,2.47
2014-07-18,1.8540206726204462,6.145161290322581,2.5
2014-07-19,1.8446929233391836,6.141935483870967,2.5
2014-07-20,1.835365174057921,6.138709677419355,2.49
2014-07-21,1.8260374247766584,6.135483870967742,2.49
2014-07-22,1.816709675495396,6.132258064516129,2.48
2014-07-23,1.8073819262141333,6.129032258064516,2.48
2014-07-24,1.7980541769328706,6.125806451612903,2.52
2014-07-25,1.7887264276516082,6.12258064516129,2.48
2014-07-26,1.7793986783703455,6.119354838709677,2.48
2014-07-27,1.770070929089083,6.116129032258065,2.5
2014-07-28,1.7607431798078204,6.112903225806451,2.5
2014-07-29,1.751415430526558,6.109677419354838,2.47
2014-07-30,1.7420876812452952,6.106451612903226,2.57
2014-07-31,1.7327599319640328,6.103225806451612,2.58
2014-08-01,1.72343218268277,6.1,2.52
2014-08-02,1.7219386953214708,6.0935483870967735,2.52
2014-08-03,1.7204452079601713,6.087096774193548,2.51
2014-08-04,1.718951720598872,6.080645161290322,2.51
2014-08-05,1.7174582332375727,6.074193548387097,2.49
2014-08-06,1.7159647458762732,6.067741935483871,2.49
2014-08-07,1.714471258514974,6.061290322580645,2.43
2014-08-08,1.7129777711536747,6.054838709677419,2.44
2014-08-09,1.7114842837923752,6.048387096774193,2.44
2014-08-10,1.7099907964310759,6.041935483870968,2.44
2014-08-11,1.7084973090697766,6.035483870967742,2.44
2014-08-12,1.707003821708477,6.029032258064516,2.46
2014-08-13,1.7055103343471778,6.02258064516129,2.43
2014-08-14,1.7040168469858785,6.016129032258064,2.4
2014-08-15,1.702523359624579,6.009677419354839,2.34
2014-08-16,1.7010298722632797,6.003225806451613,2.34
2014-08-17,1.6995363849019804,5.996774193548387,2.39
2014-08-18,1.6980428975406812,5.990322580645161,2.39
2014-08-19,1.6965494101793817,5.983870967741936,2.4
2014-08-20,1.6950559228180824,5.97741935483871,2.43
2014-08-21,1.693562435456783,5.970967741935484,2.41
2014-08-22,1.6920689480954836,5.964516129032258,2.4
2014-08-23,1.6905754607341843,5.958064516129032,2.4
2014-08-24,1.689081973372885,5.951612903225807,2.39
2014-08-25,1.6875884860115855,5.945161290322581,2.39
2014-08-26,1.6860949986502862,5.938709677419355,2.39
2014-08-27,1.684601511288987,5.932258064516129,2.37
2014-08-28,1.6831080239276874,5.925806451612903,2.34
2014-08-29,1.6816145365663882,5.919354838709678,2.35
2014-08-30,1.6801210492050889,5.912903225806452,2.35
2014-08-31,1.6786275618437894,5.9064516129032265,2.385
2014-09-01,1.67713407448249,5.9,2.385
2014-09-02,1.6773194783893561,5.8933333333333335,2.42
2014-09-03,1.677504882296222,5.886666666666667,2.41
2014-09-04,1.677690286203088,5.880000000000001,2.45
2014-09-05,1.677875690109954,5.873333333333334,2.46
2014-09-06,1.6780610940168201,5.866666666666667,2.46
2014-09-07,1.678246497923686,5.86,2.48
2014-09-08,1.678431901830552,5.8533333333333335,2.48
2014-09-09,1.678617305737418,5.846666666666667,2.5
2014-09-10,1.6788027096442841,5.84,2.54
2014-09-11,1.67898811355115,5.833333333333334,2.54
2014-09-12,1.679173517458016,5.826666666666667,2.62
2014-09-13,1.679358921364882,5.82,2.62
2014-09-14,1.6795443252717481,5.8133333333333335,2.6
2014-09-15,1.679729729178614,5.806666666666667,2.6
2014-09-16,1.67991513308548,5.800000000000001,2.6
2014-09-17,1.680100536992346,5.793333333333334,2.62
2014-09-18,1.680285940899212,5.786666666666667,2.63
2014-09-19,1.680471344806078,5.78,2.59
2014-09-20,1.680656748712944,5.773333333333333,2.59
2014-09-21,1.68084215261981,5.766666666666667,2.57
2014-09-22,1.681027556526676,5.76,2.57
2014-09-23,1.681212960433542,5.753333333333334,2.54
2014-09-24,1.681398364340408,5.746666666666667,2.57
2014-09-25,1.681583768247274,5.74,2.52
2014-09-26,1.68176917215414,5.733333333333333,2.54
2014-09-27,1.681954576061006,5.726666666666667,2.54
2014-09-28,1.682139979967872,5.720000000000001,2.5
2014-09-29,1.682325383874738,5.713333333333334,2.5
2014-09-30,1.682510787781604,5.706666666666667,2.52
2014-10-01,1.68269619168847,5.7,2.42
2014-10-02,1.6715314987142544,5.703225806451613,2.44
2014-10-03,1.660366805740039,5.706451612903226,2.45
2014-10-04,1.6492021127658236,5.709677419354839,2.45
2014-10-05,1.638037419791608,5.712903225806452,2.43
2014-10-06,1.6268727268173926,5.716129032258064,2.43
